name,lambert_x,lambert_y
Bahnhof Studenzen-Fladnitz,585896.7080473049,347295.9888943974
Maierhofkogel,583368.6061097863,347216.7931722831
Petersdorfer Bach,577047.8254142557,347023.5367687037
Radersdorfbach,584633.0405780079,347256.2673644386
Schulberg,578311.5429562653,347061.6320035653
Kögerlberg,577047.8254142557,347023.5367687037
Senger,575783.3411922653,346985.68985852227
Sengerberg,575783.3411922653,346985.68985852227
Kleinempersdorf,571990.5987729365,346873.79891340807
Empersdorfberg,571990.5987729365,346873.79891340807
Rohrbach,588484.8063945904,345522.3208815167
Kleinreith,589748.8455404124,345562.8682853151
Rohrberg,588484.8063945904,345522.3208815167
Pichlervillen,587219.9998495271,345482.02039957885
Urlas,585955.184687799,345441.9912609197
Langwald,583426.287497316,345362.770626585
Eicherlkreuz,584691.1197126554,345402.2572359489
Waldteiche,583426.287497316,345362.770626585
Harrachberg,583426.287497316,345362.770626585
Oberdorfer Bach,583426.287497316,345362.770626585
Oberdorfberg,580897.3565588391,345284.6347362958
Tiefernitzberg,579632.499196931,345245.9620158551
Gagelgraben,579632.499196931,345245.9620158551
Grubberg,578367.6335675672,345207.56064955797
Ranhartegg,577103.51850396,345169.4534312608
Lamm,577103.51850396,345169.4534312608
Lammberg,577103.51850396,345169.4534312608
Ungerdorf,577103.51850396,345169.4534312608
Edelstauden,573309.6071188673,345056.7133685341
Rohregg,573309.6071188673,345056.7133685341
Raudenberg,570779.7870328706,344982.89494330715
Reither Teich,587278.8390699014,343629.1426197151
Tiefernitz,588544.0431164661,343669.45576722827
Bergwirt,584749.1641603783,343549.35438823793
Gföllwald,584749.1641603783,343549.35438823793
Jungberg,583483.9344354698,343509.8553690817
Weinberggraben,583483.9344354698,343509.8553690817
Lormanberg,582218.6962658463,343470.6277839709
Reithberg,580954.2087083757,343431.6949223615
Jatzberg,579688.9538289956,343393.01004791725
Vockenberg,579688.9538289956,343393.01004791725
Geisberg,579688.9538289956,343393.01004791725
Maxendorfberg,578423.6906795615,343354.59661289677
Kaufmanngraben,578423.6906795615,343354.59661289677
Jahringberg,578423.6906795615,343354.59661289677
Toniegg,578423.6906795615,343354.59661289677
Grießegg,577159.1783317705,343316.4774183193
Krisperleiten,577159.1783317705,343316.4774183193
Wirtshaus Griesmichl,577159.1783317705,343316.4774183193
Bodengraben,577159.1783317705,343316.4774183193
Klieberegg,577159.1783317705,343316.4774183193
Graingeck,575893.898821801,343278.6067046039
Suppersbach,575893.898821801,343278.6067046039
Rohrbachgraben,572098.7709852394,343166.64538650867
Pirchingberg,573364.0746019058,343203.70192381553
Saazer Teich,589868.1494624072,341856.0463258242
Kogelwald,589868.1494624072,341856.0463258242
Grieberg,588603.3155564,341815.47342798766
Berghanselberg,588603.3155564,341815.47342798766
Mudelhof,588603.3155564,341815.47342798766
Spörkriegel,586072.1033588209,341735.09330042265
Reitherberg,586072.1033588209,341735.09330042265
Amschlbach,586072.1033588209,341735.09330042265
Tappenberg,586072.1033588209,341735.09330042265
Axberg,583541.6161330874,341655.8228563918
Kögerl,583541.6161330874,341655.8228563918
Praterberg,583541.6161330874,341655.8228563918
Rabenberg,583541.6161330874,341655.8228563918
Hollerkogel,582275.980211553,341616.582939337
Reinhartegg,581011.0951381411,341577.63783843536
Grubgraben,581011.0951381411,341577.63783843536
Gluchenegg,579745.4425015972,341538.940802658
Weingraberleiten,579745.4425015972,341538.940802658
Pragerberg,579745.4425015972,341538.940802658
Zinetzegg,579745.4425015972,341538.940802658
Dörflabach,578479.7815923995,341500.5152916359
Erlingsberg,577214.8717208738,341462.38411355857
Karberggraben,575949.1944459974,341424.5014944561
Franzenegg,575949.1944459974,341424.5014944561
Rickersberg,574683.5090731867,341386.8904053774
Kittenegg,574683.5090731867,341386.8904053774
Zwetschkenberg,574683.5090731867,341386.8904053774
Flaschenberg,574683.5090731867,341386.8904053774
Pamoschlberg,573418.5749272868,341349.5731659131
Kittenbach,573418.5749272868,341349.5731659131
Traubenberg,573418.5749272868,341349.5731659131
Hauskahr,589927.8195701377,340002.071519617
Rohrgraben,588662.5881631505,339961.48587088473
Grabenhof,588662.5881631505,339961.48587088473
Wagenhoferberg,587396.5886330993,339921.1473769117
Auenwiesen,586130.580478256,339881.0804821532
Mayerhanselberg,587396.5886330993,339921.1473769117
Puchbach,586130.580478256,339881.0804821532
Hühnergraben,586130.580478256,339881.0804821532
Lamberg,586130.580478256,339881.0804821532
Naselgraben,584865.3232175848,339841.3089794386
Gatteregg,584865.3232175848,339841.3089794386
Steppelgraben,584865.3232175848,339841.3089794386
Hütter,583599.2979930448,339801.78512569703
Schoberkapelle,583599.2979930448,339801.78512569703
Stößelgraben,583599.2979930448,339801.78512569703
Hirschmanngraben,582333.2643184803,339762.5328766629
Hütteregg,581067.9817280081,339723.57553643454
Rehbach,579801.931333181,339684.8663392896
Altegg,579801.931333181,339684.8663392896
Muggenthalgraben,578535.8726631001,339646.4287522333
Fraißlberg,578535.8726631001,339646.4287522333
Hamberg,578535.8726631001,339646.4287522333
Schliergraben,578535.8726631001,339646.4287522333
Beinbach,577270.565266721,339608.28559062164
Neusiedlung,577270.565266721,339608.28559062164
Wolfsberg,577270.565266721,339608.28559062164
Zerlachbach,577270.565266721,339608.28559062164
Langkogel,575996.9098491946,339952.00437370874
Sankt Anna,577270.565266721,339608.28559062164
Breitberg,576004.4902258182,339570.3910660995
Obergleisbach,576004.4902258182,339570.3910660995
Weybach,574738.4070844362,339532.76815693546
Labillberg,573473.0754060542,339495.43918973394
Auegg,572206.9762432977,339458.3593535265
Stiegelberg,572206.9762432977,339458.3593535265
Bloderberg,589987.4540557396,338149.2035075994
Raftleregg,589987.4540557396,338149.2035075994
Schieferberg,588721.8253850747,338108.60511558224
Sieglegg,587455.4283501667,338068.25395592675
Roggenberg,587455.4283501667,338068.25395592675
Edelsbrunngraben,587455.4283501667,338068.25395592675
Münzengraben,587455.4283501667,338068.25395592675
Molintergraben,586189.0226877582,338028.1744807651
Mitterbachgraben,586189.0226877582,338028.1744807651
Krenneck,584923.3681552915,337988.39049039595
Tontelberg,584923.3681552915,337988.39049039595
Landlgraben,586189.0226877582,338028.1744807651
Wörthbach,586189.0226877582,338028.1744807651
Brandlegg,583656.945417827,337948.85422675684
Birchagraben,583656.945417827,337948.85422675684
Pölzengraben,583656.945417827,337948.85422675684
Edelhof,581124.8343574639,337870.6200808566
Nestelberg,579858.386441809,337831.89872960467
Stefansberg,578591.9302483021,337793.4490737226
Achthof,578591.9302483021,337793.4490737226
Schloss Waldegg,577326.2255643855,337755.2939357301
Saubergen,577326.2255643855,337755.2939357301
Untergleisbach,577326.2255643855,337755.2939357301
Hofgraben,576059.7529949166,337717.38751289714
Oberbreinberg,576059.7529949166,337717.38751289714
Kleinfrannach,574793.2723224249,337679.75279070344
Oberlabillbach,574793.2723224249,337679.75279070344
Münzgraben,573527.5433488813,337642.41210276634
Pöllaberg,573527.5433488813,337642.41210276634
Unterlangleiten,573527.5433488813,337642.41210276634
Langleiten,573527.5433488813,337642.41210276634
Siebing,570994.5420228983,337568.50085112546
Fuchsleck,590047.1245142266,336295.21780324075
Angerberg,590047.1245142266,336295.21780324075
Höf,590047.1245142266,336295.21780324075
Buchbergen,590047.1245142266,336295.21780324075
Schoberviertel,588781.0983402454,336254.6066602506
Tixenberg,588781.0983402454,336254.6066602506
Kohlbergmühle,587514.3035606963,336214.2428272739
Alpen,587514.3035606963,336214.2428272739
Keberberg,586247.5001509372,336174.1507641198
Feichtwald,586247.5001509372,336174.1507641198
Grieshof,586247.5001509372,336174.1507641198
Wolfgraben,586247.5001509372,336174.1507641198
Grießbach,584981.4481070316,336134.35427856166
Kögerlegg,583714.6276168536,336094.8055975409
Kratzlwirtgraben,583714.6276168536,336094.8055975409
Greithberg,582447.7986713429,336055.52869183756
Höllgrundbergen,582447.7986713429,336055.52869183756
Hotomannberg,582447.7986713429,336055.52869183756
Schichenau,581181.7212817252,336016.54688019026
Wölfergraben,579914.8756054491,335977.81336749904
Rosenbach,581181.7212817252,336016.54688019026
Greith,579914.8756054491,335977.81336749904
Krottenberg,579914.8756054491,335977.81336749904
Hoffelder,578648.0216487208,335939.35163551103
Schneeberger,578648.0216487208,335939.35163551103
Unterbreinberg,576115.0490997806,335863.266185591
Riegelholz,576115.0490997806,335863.266185591
Kleinmanningberg,573527.5433488813,337642.41210276634
Grabenberg,573582.0441480167,335788.26722749975
Großmanningberg,573582.0441480167,335788.26722749975
Pichlberg,573582.0441480167,335788.26722749975
Oberburgfried,590106.7951556371,334441.2264153706
Bahnhof Gnas,590106.7951556371,334441.2264153706
Kohlbergbach,588840.371477121,334400.60252137017
Hasenegg,586305.9777933826,334320.1213638466
Bockberg,585039.5282368194,334280.31238306314
Raffelegg,585039.5282368194,334280.31238306314
Auswärts,585039.5282368194,334280.31238306314
Kochberg,585039.5282368194,334280.31238306314
Rieglberg,583772.3099927086,334240.7512846207
Röhrlegg,583772.3099927086,334240.7512846207
Aschauberg,583772.3099927086,334240.7512846207
Eichaberg,582505.0832906103,334201.4620468281
Jahrbachberg,582505.0832906103,334201.4620468281
Sandleiten,582505.0832906103,334201.4620468281
Roßbach,581238.6083803771,334162.4679957442
Rauscherberg,581238.6083803771,334162.4679957442
Hametberg,579971.3649422602,334123.72232157737
Hamet,579971.3649422602,334123.72232157737
Glojachberg,579971.3649422602,334123.72232157737
Lipschen,578704.1132210915,334085.2485134462
Stelzeregg,578704.1132210915,334085.2485134462
Wiesein,577437.6134815757,334047.0694082072
Schwarzaumühle,577437.6134815757,334047.0694082072
Trulpenberg,577437.6134815757,334047.0694082072
Greit,577437.6134815757,334047.0694082072
Haidenberg,576170.3453741582,334009.1391743589
Haselgarten,574903.0691586282,333971.48081181943
Schleinzenbach,576170.3453741582,334009.1391743589
Kargler,574903.0691586282,333971.48081181943
Prinnenberg,573636.5451142278,333934.1166682346
Mogautzgraben,573636.5451142278,333934.1166682346
Setzgraben,573636.5451142278,333934.1166682346
Farmfeld,573636.5451142278,333934.1166682346
Hollbauer,572369.252862226,333897.0018904088
Kreuzholz,572369.252862226,333897.0018904088
Unterburgfried,588899.6092437226,332547.7047291063
Wörthgraben,588899.6092437226,332547.7047291063
Raningberg,588899.6092437226,332547.7047291063
Steinbuchberg,587632.0192098013,332507.3155569695
Rindenkapelle,587632.0192098013,332507.3155569695
Liesberg,586364.4205402522,332467.1983252652
Tiefenthal,587632.0192098013,332507.3155569695
Schröttenegg,586364.4205402522,332467.1983252652
Glatzentaler Bach,586422.8985557966,330613.15709591843
Grubegg,585097.5737082408,332427.37685671076
Nißlkapelle,585097.5737082408,332427.37685671076
Gstättenfeld,585097.5737082408,332427.37685671076
Zinsegg,583829.9579475502,332387.8033482572
Rinnquelle,583829.9579475502,332387.8033482572
Dornfeld,583829.9579475502,332387.8033482572
Allgraben,582562.333726219,332348.50178573467
Jahrbach,582562.333726219,332348.50178573467
Simmersberg,581295.4615325843,332309.49550251756
Steinfeldbach,582562.333726219,332348.50178573467
Eichleiten,578760.1713217346,332232.2517970642
Maggauberg,577493.2742910284,332194.0607153345
Hatzenberg,577493.2742910284,332194.0607153345
Gonitz,576225.6086513896,332156.1185830645
Gonitzberg,576225.6086513896,332156.1185830645
Lappachbach,576225.6086513896,332156.1185830645
Greitern,574957.9349010946,332118.44840738736
Daschen,573691.0135578797,332081.0725429598
Laxenholz,573691.0135578797,332081.0725429598
Schampl,573691.0135578797,332081.0725429598
Hofwald,573691.0135578797,332081.0725429598
Rosenbichl,573691.0135578797,332081.0725429598
Rainerkapelle,573691.0135578797,332081.0725429598
Badendorfberg,572423.3237660823,332043.9461225141
Hirtzenbach,571209.3317906737,330152.90606076084
Baldauberg,571155.6260386264,332007.0916638253
Katzenberg,588958.8827587725,330693.68876131345
Zöhrergraben,588958.8827587725,330693.68876131345
Thienegger Bach,590226.1012116903,330734.3381498074
Bircherhiasl,587690.8949764533,330653.28691573534
Augberg,587690.8949764533,330653.28691573534
Künnegg,587690.8949764533,330653.28691573534
Rohrbergegg,586422.8985557966,330613.15709591843
Horregg,586422.8985557966,330613.15709591843
Radischberg,586422.8985557966,330613.15709591843
Theußenegg,585155.6542085913,330573.32313205954
Flaschlberg,586422.8985557966,330613.15709591843
Pöllauberg,585155.6542085913,330573.32313205954
Richtermühle,583887.6406914302,330533.73720610514
Fastlmühle,582619.6187109736,330494.4233114142
Lembach,582619.6187109736,330494.4233114142
Reisachberg,580084.3102672086,330416.63479874283
Grasdorfberg,580084.3102672086,330416.63479874283
Steinhöhe,580084.3102672086,330416.63479874283
Pöllerberg,580084.3102672086,330416.63479874283
Blöslberg,578816.2632519803,330378.13684545644
Ehrgraben,577548.968690329,330339.933780008
Mosenberg,577548.968690329,330339.933780008
Weixelberg,577548.968690329,330339.933780008
Ginegg,577548.968690329,330339.933780008
Seibuttendorfberg,576280.9052785684,330301.97974213585
Lebbach,576336.2020891379,328447.83475197945
Barmherzigkeitswinkel,575012.8337536068,330264.29774619266
Hollerberg,573745.5148718177,330226.9101538481
Grillberg,573745.5148718177,330226.9101538481
Sallerbach,571209.3317906737,330152.90606076084
Haslach an der Stiefing,571209.3317906737,330152.90606076084
Schlegelberg,583945.3236266143,328679.66491496656
Stradnerriegel,587749.770938366,328799.25212563854
Obertrössingberg,589018.1564704023,328839.6666446999
Markusmühle,589018.1564704023,328839.6666446999
Rohr,590285.7724317096,328880.3287843289
Pachenstein,589018.1564704023,328839.6666446999
Haarbach,589018.1564704023,328839.6666446999
Asselberg,589018.1564704023,328839.6666446999
Ascherlberg,587749.770938366,328799.25212563854
Bierbaumberg,586481.3767652825,328759.10971766897
Kaltenbrunnberg,586481.3767652825,328759.10971766897
Brandnerberg,586481.3767652825,328759.10971766897
Kronenberg,585213.7349015651,328719.26325846184
Schusterleiten,586481.3767652825,328759.10971766897
Lugitschbach,585213.7349015651,328719.26325846184
Wiersdorfberg,582676.9038857131,328640.3386880653
Gaberlingbach,582734.1548908196,326787.35999468155
Gaberling,580140.8001517802,328562.5257742461
Töppach,580140.8001517802,328562.5257742461
Zeingraben,578872.3553682544,328524.01574469917
Marchtringberg,578872.3553682544,328524.01574469917
Burgberg,577604.6632743394,328485.8006954929
Hainsdorfberg,576336.2020891379,328447.83475197945
Setzberg,577604.6632743394,328485.8006954929
Rauchenberg,576336.2020891379,328447.83475197945
Vorort,576336.2020891379,328447.83475197945
Tannenriegel,573800.0163665086,328372.74161543045
Edelseebach,572585.6024557172,326482.5176945217
Schlaunz,589077.3948262705,326986.7504207669
Klompfenberg,587808.611781768,326946.32323578093
Gsellmann,587808.611781768,326946.32323578093
Wurzingerhof,587808.611781768,326946.32323578093
Prebersdorfberg,586539.8200935103,326906.168247167
Kürbisgraben,585271.7809503927,326866.30930006504
Entschendorfberg,585271.7809503927,326866.30930006504
Draschen,584002.9721549079,326826.6985464357
Eichriegel,584002.9721549079,326826.6985464357
Zehensdorfberg,582734.1548908196,326787.35999468155
Gröbach,580197.2563410959,326709.52269426733
Sitzstattwald,578928.4140265344,326671.0005956646
Roßmandlwald,578928.4140265344,326671.0005956646
Kirchbergen,578928.4140265344,326671.0005956646
Schrötten,577660.324637477,326632.7735698493
Sitzstatt,577660.324637477,326632.7735698493
Pessaberg,577660.324637477,326632.7735698493
Haselholz,576391.4659160996,326594.7957277959
Draßlingberg,577660.324637477,326632.7735698493
Draßlingmühle,576391.4659160996,326594.7957277959
Techensdorf,575122.5990764326,326557.09009829164
Niederberg,587867.488148846,325092.27568682097
Auersbach,585387.9433429111,323158.1574209789
Edlaberg,586598.2987054242,325052.1081099659
Ruckerlberg,584060.655487047,324972.61349617504
Jaun,584060.655487047,324972.61349617504
Schwotzkapelle,584060.655487047,324972.61349617504
Mettersdorfberg,582791.4404597769,324933.2626121277
Mühlgang,571424.1244073999,322737.2129106559
Neudorfbach,571424.1244073999,322737.2129106559
Frauenfeld,577716.0196047594,324778.627725794
Gailgraben,575177.4984888134,324702.92052812595
Gardebach,572693.8108207075,322774.12518434227
Hochriegel,573908.9872217367,324665.49775882997
Schröttenberg,589195.9432767766,323278.6740563037
Hofstättenberg,589195.9432767766,323278.6740563037
Droschenberg,587926.3647259467,323238.22152413055
Waldschuster,587926.3647259467,323238.22152413055
Khünegg,587926.3647259467,323238.22152413055
Bachmühle,585387.9433429111,323158.1574209789
Weinburger Wald,582848.7262330826,323079.1586156655
Ebensuppan,580310.2370892405,323001.27251253
Matzerkreuz,579040.59923119,322962.7262611976
Schweinsbachwald,579040.59923119,322962.7262611976
Schweinsbach,577771.714770716,322924.47526765894
Hütter Berg,577771.714770716,322924.47526765894
Lieberbach,577771.714770716,322924.47526765894
Stegwiesen,576502.060495563,322886.4736141162
Neutersdorfer Wald,575232.3980970304,322848.7443437958
Karwaldbach,574017.9588541704,320958.22746130265
Tannriegel,573963.4892859075,322811.3098464208
Kleinhakl,589255.1822664617,321425.7380072167
Bergschmidt,590524.3877982523,321466.45113652945
Deng,589255.1822664617,321425.7380072167
Glauningwald,587985.2061989126,321385.2728089839
Glauningbach,586715.2214794804,321345.0800630655
Auer Wald,586715.2214794804,321345.0800630655
Tratten,585445.9900127986,321305.18363702483
Priebingjahn,584175.9881700537,321265.53563782945
Reichergraben,582905.9778507423,321226.1600964591
Höfla,581636.720974698,321187.08039021026
Ribitz,581636.720974698,321187.08039021026
Stangdorf,580366.6938826053,321148.2496064687
Alter Bach,577827.3767293987,321071.42831567395
Lipscher Mühle,577827.3767293987,321071.42831567395
Rabenhof,576557.3249138164,321033.4147634646
Wagendorfer Wald,575287.264972311,320995.6736797625
Saulacke,574017.9588541704,320958.22746130265
Rotkreuz,574017.9588541704,320958.22746130265
Schildhof,588044.0832106811,319531.2049583774
Gosdorfau,586773.7007317296,319490.99962408096
Niederlmühle,586773.7007317296,319490.99962408096
Ziegler,580423.1847744851,319294.1075201379
Planksee,572801.9875193972,319066.81790515967
Schlarerkreuz,572747.882840967,320921.03115636297
Stieglitz,608650.3057672414,348057.6266108779
Scheibelbuch,607386.801073134,348013.02660112176
Kleinkögeln,606122.528430895,347968.67096609157
Frauenberg,604858.2463020156,347924.5865598945
Oedgraben,603594.7131707486,347880.7995859012
Ederberg,603594.7131707486,347880.7995859012
Oetschikopf,602330.4122487558,347837.25748073496
Pfandl,601066.1020146528,347793.986610448
Pöllhof,598538.2122911366,347708.2841330748
Winklgraben,594745.9301282082,347581.75097651314
Fröhlichberg,596010.2860392336,347623.6659682039
Wagnerberg,594745.9301282082,347581.75097651314
Scheibelberg,593481.5652541424,347540.1072314624
Ringgraben,590953.5673301759,347457.6580634415
Brawitsch,607452.0377496569,346159.25452277344
Hiebüchl,608715.9398984076,346203.86856214143
Grank,607452.0377496569,346159.25452277344
Edelsbach,607452.0377496569,346159.25452277344
Vorderberg,607452.0377496569,346159.25452277344
Grundberg,606187.367411205,346114.8849350028
Bärnbach,606187.367411205,346114.8849350028
Spedl,604922.6875831286,346070.7866613846
Wiesenberg,604922.6875831286,346070.7866613846
Feistberg,604922.6875831286,346070.7866613846
Kneißl,604922.6875831286,346070.7866613846
Bohnerberg,603658.756988273,346026.98591353185
Raaberberg,603658.756988273,346026.98591353185
Hopfengraben,602394.0583611715,345983.43011153303
Stellberg,602394.0583611715,345983.43011153303
Kirchenegg,602394.0583611715,345983.43011153303
Schießl,601129.3504190304,345940.14562973566
Stang bei Hatzendorf,601129.3504190304,345940.14562973566
Forchauberg,599865.3919014033,345897.1581915356
Forchaugraben,599865.3919014033,345897.1581915356
Eisbrunn,598600.6655093051,345854.41619334184
Hasenerdl,598600.6655093051,345854.41619334184
Kleinbergl,598600.6655093051,345854.41619334184
Unitzgraben,597335.929976755,345811.9455212895
Höhlgraben,597335.929976755,345811.9455212895
Hofing,596071.9440597023,345769.7714105388
Aidenberg,596071.9440597023,345769.7714105388
Karnerberg,594807.1904262705,345727.84323384985
Kollerberg,594807.1904262705,345727.84323384985
Edelseeberg,593542.427826979,345686.18638912495
Zanglberg,593542.427826979,345686.18638912495
Kogelberg,593542.427826979,345686.18638912495
Gniebingberg,591013.6346827671,345603.7112854626
Theisenberg,591013.6346827671,345603.7112854626
Wanderberg,608781.5348305365,344351.2176436344
Nesselbachberg,607517.2354645168,344306.58958303276
Granksetz,607517.2354645168,344306.58958303276
Birnbach,606252.1676673702,344262.2060508551
Höfberg,606252.1676673702,344262.2060508551
Dörfla,606252.1676673702,344262.2060508551
Edlich,606252.1676673702,344262.2060508551
Zoppolten,606252.1676673702,344262.2060508551
Elendberg,604987.0903776168,344218.0939180972
Nussberg,604987.0903776168,344218.0939180972
Klöchigraben,604987.0903776168,344218.0939180972
Dirling,604987.0903776168,344218.0939180972
Habeggbach,603722.7625565521,344174.2794046113
Grill,602457.6664618655,344130.70991396066
Lustgarten,602457.6664618655,344130.70991396066
Rittergraben,602457.6664618655,344130.70991396066
Faschingberg,601192.5610492118,344087.41182878055
Schloß Johnsdorf,601192.5610492118,344087.41182878055
Stückelberg,601192.5610492118,344087.41182878055
Kerschhackel,599928.2052966,344044.41088055354
Köberlberg,599928.2052966,344044.41088055354
Teichfeldgraben,599865.3919014033,345897.1581915356
Draußenegg,598663.0814281907,344001.6554494696
Kundnerberg,598663.0814281907,344001.6554494696
Edelsgraben,598663.0814281907,344001.6554494696
Brombergschachen,597397.948416457,343959.1714297971
Oberkornbach,597397.948416457,343959.1714297971
Kornbach,597397.948416457,343959.1714297971
Klingenberg,596133.5652558085,343916.98406463023
Rothberg,596133.5652558085,343916.98406463023
Schützingbach,596133.5652558085,343916.98406463023
Konixberg,594868.4141375044,343875.0427108165
Hartlfeld,593603.2540505226,343833.3727742415
Gniebing-Siedlung,593603.2540505226,343833.3727742415
Auersberg,593603.2540505226,343833.3727742415
Platzerkapelle,591073.6661609993,343750.8717504274
Gniebinger-Mühle,591073.6661609993,343750.8717504274
Feigelberg,592338.8440053589,343791.9990096055
Mauser,608847.1693145434,342497.4496293301
Schloß Hohenbrugg,607582.4724917439,342452.8075390402
Lichtenwaldberg,606317.0069962464,342408.4100540476
Weinbergmühle,605051.5320051579,342364.2840537932
Berghofermühle,603786.806718368,342320.45576637425
Fehring-Bahnhof,603786.806718368,342320.45576637425
Rattenberg,601255.8097936049,342233.56088205334
Pertlsteinmühle,601255.8097936049,342233.56088205334
Schloß Hantberg,599991.0565664871,342190.54641565215
Nußritzberg,599991.0565664871,342190.54641565215
Unterkornbach,598725.5349820999,342147.77754357737
Schlattenbach,601255.8097936049,342233.56088205334
Schwengentalbach,599991.0565664871,342190.54641565215
Auenfeld,598725.5349820999,342147.77754357737
Schloß Hainfeld,597460.0042515137,342105.2801682381
Ertlermühle,596195.223607743,342063.0795406634
Burgfried,594929.6747648944,342021.12500177976
Bahnhof Feldbach-Landesbahn,593664.1169505485,341979.44196545985
Steingrub,593664.1169505485,341979.44196545985
Eisengraben,592399.309413811,341938.05519418605
Moosbuschen,591133.733836505,341896.9150058655
Saazkogel,589868.1494624072,341856.0463258242
Schmalzengraben,591133.733836505,341896.9150058655
Hohenbruggmühle,606381.8465076069,340554.60883990023
Kroppibach,607647.7097025746,340599.0202777479
Kroppiwald,606381.8465076069,340554.60883990023
Dammwald,603850.8510604303,340466.62691072
Forstkapelle,603850.8510604303,340466.62691072
Schloß Stein,602584.9595501309,340423.03002621885
Teichtgraben,601319.0587160058,340379.7047178317
Lambuch,598787.9887117788,340293.8944201162
Schwengenbach,598787.9887117788,340293.8944201162
Schwengenthal,598787.9887117788,340293.8944201162
Weinegg,597522.0602612209,340251.38368907105
Uberrandberg-Stellberg,598787.9887117788,340293.8944201162
Edersgraben,597522.0602612209,340251.38368907105
Kornleiten,597522.0602612209,340251.38368907105
Baumbuch,593724.9800218676,340125.5059389593
Geiger,592459.7749924373,340084.1061610123
Oedler Bach,592459.7749924373,340084.1061610123
Rosenberg,591193.8016810657,340042.95304351114
Hartlberg,589927.8195701377,340002.071519617
Schwabengraben,607712.9079678028,338746.33969868347
Brandriegel,607712.9079678028,338746.33969868347
Hirzenriegel,606446.6473107854,338701.91431631055
Katzlergraben,606446.6473107854,338701.91431631055
Heißbach,605115.9738140642,340510.4689721111
Beistein,603914.8571690143,338613.90476212464
Kalchgruben,603914.8571690143,338613.90476212464
Heißberg,601382.2698797814,338526.9552769726
Kuruzzenkogel,602648.5681877745,338570.29418885615
Schlittenau,602648.5681877745,338570.29418885615
Krottenthal,601382.2698797814,338526.9552769726
Kälberberg,601382.2698797814,338526.9552769726
Hartl,601382.2698797814,338526.9552769726
Pischaun,600116.7219387011,338483.91378221754
Paradeisriegel,600116.7219387011,338483.91378221754
Hutbichl,600116.7219387011,338483.91378221754
Klinger,600116.7219387011,338483.91378221754
Schirgen,598850.4051575501,338441.11803610995
Forstbergen,598850.4051575501,338441.11803610995
Forstkogel,598850.4051575501,338441.11803610995
Bachbergen,597584.0792244533,338398.5939573338
Wiesbüchel,596318.5038494926,338356.3668127861
Dachsberg,593785.8067588776,338272.6766834976
Salzwipfel,593785.8067588776,338272.6766834976
Reiting,592874.1311787718,338524.4918759186
Reidinger,592520.2044740517,338231.26390664093
Hammerwirt,591253.8336660552,338190.0978676779
Hirsdorf,591253.8336660552,338190.0978676779
Hohenwart,589987.4540557396,338149.2035075994
Pernreith,589987.4540557396,338149.2035075994
Fergitschbauer,589987.4540557396,338149.2035075994
Hitterberg,609044.03452367,336937.22571151983
Tostlereck,605244.8193399224,336803.93461037055
Schüttlgreut,603978.9018875461,336760.06500917673
Deutschmühle,603978.9018875461,336760.06500917673
Zinsberg,603978.9018875461,336760.06500917673
Waxenegg,602712.2151956025,336716.44073888287
Beingraben,602712.2151956025,336716.44073888287
Rohrriegel,602712.2151956025,336716.44073888287
Döllingkogel,602712.2151956025,336716.44073888287
Hirtenstein,602712.2151956025,336716.44073888287
Andler,602712.2151956025,336716.44073888287
Froschlacken,601445.5191739762,336673.08821529616
Kapfensteiner Kogel,601445.5191739762,336673.08821529616
Steindl,600179.5737549347,336630.0332022505
Mataschen,600179.5737549347,336630.0332022505
Fehringleiten,598912.8592543486,336587.22401503567
Karlhöhe,598912.8592543486,336587.22401503567
Schörgenau,597646.135598942,336544.68658047635
Gamitz,597646.135598942,336544.68658047635
Kulmberg,596380.162737404,336502.44617340434
Trassbergbau,596380.162737404,336502.44617340434
Kogelbach,598725.5349820999,342147.77754357737
Bschaidkogel,596380.162737404,336502.44617340434
Ruine Gleichenberg,595113.4209526618,336460.4520869935
Vausulz,593846.6701879657,336418.7297590729
Haltestelle Fischa,590047.1245142266,336295.21780324075
Kogelegg,590047.1245142266,336295.21780324075
Schmelzereck,609109.6697794255,335083.435900094
Loasleiten,609109.6697794255,335083.435900094
Kramerberg,609109.6697794255,335083.435900094
Judenberg,607843.3833564173,335038.7376990644
Mühlgrabenbach,607843.3833564173,335038.7376990644
Theresienberg,606576.3272945647,334994.2844107747
Wolfsriegel,606576.3272945647,334994.2844107747
Bachauer,605309.2617251861,334950.1029484542
Waldschreinergraben,604042.9468024111,334906.21957316436
Lampetzgraben,604042.9468024111,334906.21957316436
Feldanergraben,605309.2617251861,334950.1029484542
Oberpretal,602775.8623985443,334862.58160580415
Unterpretal,602775.8623985443,334862.58160580415
Rosenleiten,601508.7686620656,334819.2154704733
Schloß Kapfenstein,601508.7686620656,334819.2154704733
Schöckl,600242.4257638445,334776.1469390951
Lutzkapelle,600242.4257638445,334776.1469390951
Sandgrub,598975.3135426039,334733.32431073114
Pichlagraben,598975.3135426039,334733.32431073114
Galgegg,597708.1921636686,334690.77352034766
Kohlleiten,597708.1921636686,334690.77352034766
Muhrn,597708.1921636686,334690.77352034766
Steinriegel Absetz,597708.1921636686,334690.77352034766
Albrechtshöhe,596441.8218143345,334648.51985071134
Bernreith,595174.6823003712,334606.512579076
